ARRIVAL TIME,BURST TIME,PRIORITY
1119,69,1
1119,31,3
1120,24,1
1121,28,1
1121,37,1
1121,49,1
1121,100,2
1122,25,2
1123,58,2
1123,34,3
1123,82,1
1123,21,1
1123,2,1
1123,33,2
1124,64,1
1125,32,2
1125,85,2
1125,37,2
1125,36,3
1125,18,1
1126,15,3
1127,64,1
1128,42,2
1128,87,3
1129,87,2
1130,82,2
1130,100,1
1131,52,3
1132,99,2
1132,18,3
1132,27,2
1132,20,3
1133,98,3
1134,65,2
1134,5,2
1135,35,2
1136,36,3
1136,44,1
1136,65,3
1137,85,2
1138,69,2
1138,47,3
1138,5,2
1138,63,1
1139,21,2
1140,61,2
1140,73,3
1141,56,2
1141,97,3
1142,45,3
1143,46,2
1143,27,2
1144,51,1
1144,52,3
1145,8,2
1146,26,1
1146,3,3
1146,82,2
1146,44,1
1146,51,1
1147,97,1
1147,43,3
1147,58,1
1148,2,3
1148,98,1
1148,9,2
1148,4,2
1149,19,2
1149,92,1
1149,22,2
1149,5,2
1150,47,1
1150,65,1
1151,17,3
1152,53,3
1153,56,3
1153,76,3
1154,97,3
1154,67,2
1154,30,1
1155,67,2
1156,40,1
1156,77,3
1157,78,1
1158,38,1
1159,92,3
1159,67,3
1159,64,1
1160,69,3
1161,4,2
1161,79,2
1161,96,2
1161,52,2
1161,1,3
1162,6,3
1162,37,3
1163,58,1
1164,3,3
1164,48,2
1165,10,3
1165,58,1
1166,44,2
1166,43,3
1166,85,1
1167,36,1
1167,44,2
1168,91,3
1169,24,2
1170,23,1
1171,69,2
1171,3,1
1172,77,2
1172,37,1
1173,51,1
1173,36,2
1174,68,2
1175,77,3
1176,78,3
1176,67,3
1176,45,3
1177,44,1
1177,25,1
1178,4,3
1178,11,1
1178,69,2
1178,73,1
1179,79,3
1179,62,1
1179,52,1
1179,86,1
1179,51,1
1180,32,3
1180,53,2
1181,97,2
1182,71,2
1183,74,3
1183,42,1
1183,66,1
1183,14,1
1184,30,3
1184,44,2
1184,5,2
1184,71,1
1185,26,3
1185,88,1
1185,83,2
1185,77,2
1185,18,3
1185,55,1
1185,58,3
1186,0,3
1187,7,2
1188,81,1
1189,52,1
1189,70,2
1189,75,3
1189,3,1
1189,94,1
1190,0,3
1190,40,1
1191,100,2
1191,46,3
1192,77,1
1193,24,2
1194,69,2
1195,24,2
1196,32,1
1197,54,2
1197,47,2
1198,44,2
1199,13,2
1199,37,3
1199,44,2
1200,80,3
1201,35,2
1202,82,1
1202,81,3
1203,40,1
1203,51,1
1203,33,1
1203,18,2
1204,28,2
1204,24,2
1204,70,1
1204,95,2
1205,17,3
1206,39,3
1207,5,1
1207,56,1
1208,23,3
1209,74,2
1210,55,2
1210,11,2
1211,74,3
1212,85,2
1212,36,1
1213,78,2
1214,19,1
1214,3,1
1215,70,3
1216,55,2
1216,2,2
1216,46,2
1216,99,2
1217,56,3
1217,70,3
1217,76,2
1217,28,1
1218,30,1
1218,48,3
1218,0,3
1219,79,3
1219,5,2
1219,9,1
1219,12,3
1220,77,3
1221,50,2
1222,14,1
1223,98,2
1223,78,1
1223,19,3
1223,86,2
1224,18,2
1225,48,2
1225,36,1
1225,26,1
1226,69,2
1227,61,1
1227,85,3
1228,38,2
1228,87,1
1228,49,2
1228,50,3
1228,97,1
1229,95,1
1230,70,3
1230,45,2
1231,22,3
1231,42,1
1231,84,1
1231,86,3
1232,20,3
1233,44,1
1234,29,1
1234,83,3
1235,91,2
1235,23,3
1236,96,1
1237,60,1
1237,36,2
1237,65,2
1237,69,3
1237,29,1
1238,80,1
1238,42,1
1239,78,1
1239,77,3
1240,93,2
1241,38,2
1241,45,3
1242,36,1
1242,19,2
1243,35,1
1244,85,3
1245,28,2
1246,16,3
1247,49,3
1247,62,3
1248,13,3
1249,80,2
1250,97,3
1251,62,1
1252,37,3
1253,6,1
1254,51,3
1254,87,1
1254,3,1
1254,92,3
1255,83,3
1256,73,2
1257,26,2
1257,46,2
1258,40,1
1259,64,2
1259,89,2
1260,77,3
1261,43,3
1262,55,3
1262,40,1
1263,16,2
1263,75,3
1263,27,1
1263,24,1
1264,37,3
1264,34,1
1264,39,1
1264,5,3
1265,0,3
1265,6,1
1265,3,1
1265,5,2
1266,89,2
1266,53,3
1267,85,1
1268,46,3
1269,75,3
1269,76,3
1269,66,3
1270,65,2
1270,57,1
1270,44,2
1270,50,3
1271,11,1
1272,59,2
1272,58,1
1272,91,1
1273,3,2
1274,65,3
1274,88,1
1274,30,2
1275,71,3
1276,23,2
1276,89,1
1277,43,2
1278,98,2
1279,10,1
1280,99,1
1280,41,3
1281,83,2
1282,54,1
1282,19,1
1283,87,1
1284,56,2
1284,78,3
1285,61,1
1286,46,2
1287,1,3
1287,20,3
1288,56,2
1288,68,3
1289,13,1
1290,0,3
1290,7,3
1290,67,2
1290,58,3
1290,32,1
1290,46,2
1291,84,2
1291,46,3
1292,81,3
1293,59,2
1293,90,3
1294,96,1
1294,93,1
1295,58,2
1295,17,2
1295,92,2
1295,48,3
1296,98,2
1296,80,3
1296,15,2
1297,3,1
1298,39,2
1298,19,2
1298,40,2
1298,29,1
1298,55,1
1299,8,1
1300,89,3
1300,12,1
1301,77,3
1301,28,3
1302,67,3
1303,84,3
1304,26,1
1304,75,2
1304,36,2
1304,28,1
1305,72,2
1306,99,1
1307,92,3
1307,72,3
1307,4,2
1308,42,1
1309,58,3
1309,100,2
1309,65,3
1310,92,2
1311,51,1
1311,83,1
1312,49,1
1313,30,3
1313,77,1
1314,81,1
1315,7,1
1316,20,1
1316,93,3
1316,68,1
1316,100,2
1317,66,1
1318,23,2
1319,73,3
1319,59,1
1320,22,3
1320,85,3
1320,67,2
1321,94,2
1322,57,3
1322,40,3
1322,20,3
1323,62,2
1324,25,3
1325,29,1
1325,27,2
1326,32,1
1327,35,1
1327,36,1
1327,93,1
1327,98,1
1327,61,1
1328,67,1
1329,65,2
1330,3,3
1331,48,1
1331,17,3
1332,6,1
1332,90,3
1333,41,1
1333,30,2
1334,81,2
1334,2,1
1334,56,2
1335,63,3
1335,44,3
1336,5,1
1337,24,1
1337,24,1
1337,45,3
1337,19,2
1338,64,3
1338,39,2
1338,41,1
1338,72,2
1339,51,2
1339,78,3
1340,0,3
1340,13,2
1340,82,1
1341,17,3
1341,88,1
1341,75,3
1341,36,2
1342,26,2
1342,26,3
1343,26,2
1343,44,3
1344,80,1
1344,18,1
1345,61,2
1346,67,3
1346,82,1
1346,3,1
1347,25,1
1347,66,3
1347,19,1
1347,64,3
1347,59,1
1347,34,2
1347,69,2
1347,79,2
1347,1,1
1347,98,1
1348,4,3
1348,90,1
1349,4,3
1350,49,1
1350,90,3
1351,95,3
1352,88,2
1352,8,3
1352,87,3
1353,86,3
1353,31,2
1353,97,1
1354,95,3
1355,69,1
1355,43,1
1356,84,1
1357,28,1
1358,45,3
1358,70,2
1359,74,1
1360,53,2
1360,40,1
1360,45,3
1361,35,1
1361,37,1
1361,94,1
1361,65,2
1362,58,2
1362,11,2
1363,64,3
1364,5,3
1364,59,1
1364,7,1
1365,91,1
1366,89,3
1367,37,3
1368,100,2
1369,100,3
1370,47,3
1371,84,1
1371,64,3
1371,94,2
1371,72,3
1371,0,1
1371,2,2
1371,78,3
1371,52,1
1372,23,1
1373,55,1
1373,81,2
1374,46,1
1374,37,3
1375,27,3
1375,29,2
1376,47,1
1376,16,3
1377,37,3
1378,84,1
1379,42,1
1380,97,1
1381,56,3
1381,7,3
1382,82,3
1382,66,2
1383,25,3
1384,1,3
1385,55,1
1385,83,3
1386,98,3
1387,57,1
1388,64,1
1388,60,3
1389,89,2
1390,85,3
1390,51,2
1390,81,3
1390,5,1
1391,4,2
1392,100,3
1392,58,1
1392,28,2
1393,25,3
1394,61,2
1395,26,2
1395,17,2
1395,64,3
1395,67,3
1396,96,3
1396,1,2
1397,51,1
1398,87,2
1398,3,1
1398,50,2
1398,94,1
1399,74,3
1399,18,3
1400,28,2
1401,53,2
1401,27,3
1402,73,2
1402,7,3
1403,95,3
1403,17,3
1404,72,3
1405,55,1
1406,89,1
1406,44,1
1406,25,1
1406,54,1
1407,21,1
1407,23,2
1408,61,3
1409,67,2
1410,2,1
1410,76,1
1411,33,1
1412,98,2
1413,95,1
1414,13,2
1415,82,3
1415,69,1
1415,5,3
1416,86,1
1416,27,3
1416,48,1
1417,19,1
1417,54,2
1417,59,1
1418,66,2
1419,76,2
1419,93,3
1419,98,1
1420,57,2
1421,8,1
1421,87,3
1421,73,1
1421,45,2
1422,59,1
1422,43,2
1423,100,2
1423,6,2
1424,94,1
1425,97,1
1426,40,3
1427,50,2
1427,99,2
1427,69,2
1428,100,3
1429,56,3
1430,7,2
1431,27,2
1431,43,1
1432,4,1
1433,49,3
1434,3,2
1434,50,2
1434,32,2
1434,88,1
1435,57,3
1436,46,2
1436,37,2
1437,16,3
1437,48,2
1437,31,2
1438,75,2
1439,20,1
1440,87,2
1440,48,2
1441,98,2
1442,38,2
1442,4,2
1443,42,2
1443,99,1
1443,43,1
1443,46,1
1444,19,3
1445,47,3
1446,25,1
1447,34,2
1447,100,2
1447,8,2
1448,17,1
1448,80,1
1449,81,3
1450,62,1
1450,51,2
1451,96,3
1452,91,1
1453,91,1
1454,26,2
1454,46,3
1455,66,2
1455,91,3
1455,25,3
1455,13,3
1455,61,3
1456,70,1
1457,96,1
1458,3,2
1458,12,3
1459,67,1
1460,73,3
1461,41,3
1461,49,3
1462,68,1
1462,86,2
1463,9,3
1463,100,2
1463,11,2
1463,75,3
1464,12,1
1464,46,3
1464,41,2
1465,76,1
1466,43,2
1467,77,1
1467,82,1
1468,93,2
1468,14,2
1468,71,2
1468,70,2
1469,95,3
1470,3,3
1470,56,3
1470,95,1
1470,18,1
1470,16,3
1471,5,3
1471,98,3
1472,16,3
1472,60,1
1473,45,1
1473,65,1
1473,10,1
1473,57,3
1474,17,2
1474,96,1
1474,0,2
1474,62,3
1474,95,1
1474,97,1
1474,13,1
1474,5,3
1475,76,1
1475,91,2
1476,16,2
1477,95,1
1477,37,2
1478,72,3
1479,62,1
1480,59,1
1481,91,2
1482,55,3
1483,53,2
1483,20,2
1484,100,2
1484,22,1
1485,8,2
1486,83,3
1486,86,1
1487,69,3
1487,2,2
1488,62,2
1488,19,2
1489,31,2
1490,86,3
1491,34,1
1492,64,1
1492,79,3
1493,97,1
1494,56,2
1494,26,1
1495,96,1
1495,47,3
1495,2,2
1496,22,2
1496,15,3
1496,17,2
1497,37,3
1497,67,1
1497,77,1
1498,3,1
1499,87,2
1499,38,2
1500,81,2
1500,89,3
1501,25,1
1502,29,3
1503,89,1
1503,96,1
1503,55,1
1503,23,2
1504,62,1
1505,61,3
1505,78,1
1505,79,2
1506,41,3
1507,45,3
1508,47,2
1508,84,3
1508,30,2
1508,8,1
1508,29,3
1508,90,1
1509,99,2
1509,88,2
1510,41,3
1510,37,3
1510,29,1
1510,56,3
1511,30,2
1512,37,3
1512,14,2
1512,82,2
1512,11,1
1512,95,1
1513,66,2
1513,82,3
1513,90,1
1513,9,2
1513,29,3
1514,69,2
1515,60,1
1516,94,2
1516,64,3
1517,18,1
1518,61,1
1518,59,1
1518,48,1
1519,39,2
1520,81,3
1520,82,2
1521,7,3
1521,7,1
1522,44,1
1522,48,1
1523,74,1
1524,90,1
1525,12,2
1525,6,3
1525,32,3
1525,67,2
1525,49,1
1526,24,3
1526,5,2
1526,73,3
1527,71,3
1528,55,2
1528,42,3
1529,17,3
1529,95,1
1530,57,2
1531,93,2
1531,8,2
1531,5,1
1532,3,1
1532,17,3
1533,100,1
1533,51,1
1533,90,2
1534,95,2
1534,60,2
1534,1,3
1534,53,3
1534,14,3
1534,51,2
1535,69,2
1535,6,1
1535,49,3
1536,69,1
1537,47,1
1537,38,3
1537,61,3
1538,6,2
1539,24,3
1540,92,1
1540,76,3
1541,8,1
1542,65,2
1542,79,2
1543,83,1
1543,17,2
1543,53,1
1544,3,2
1544,40,2
1545,83,3
1546,26,1
1547,86,1
1548,41,3
1548,70,1
1549,62,3
1549,72,2
1550,5,2
1550,55,1
1550,1,2
1550,77,2
1551,2,1
1551,48,3
1551,58,1
1552,0,3
1552,58,1
1552,3,1
1553,47,2
1554,64,2
1555,67,3
1556,2,1
1556,46,2
1557,4,1
1558,16,3
1559,11,2
1559,52,3
1559,2,1
1560,43,2
1561,67,3
1562,42,3
1562,7,2
1563,17,1
1563,42,2
1564,84,2
1565,37,1
1565,4,3
1565,92,2
1565,81,2
1566,59,1
1566,49,1
1566,93,2
1567,89,2
1567,85,2
1567,7,1
1567,6,1
1568,64,3
1569,1,1
1570,62,1
1570,100,2
1571,59,3
1571,53,3
1571,6,2
1571,33,3
1571,62,1
1571,95,3
1572,96,3
1573,64,2
1574,15,2
1574,7,1
1574,87,1
1574,90,3
1575,87,1
1576,86,3
1577,17,2
1577,41,3
1578,83,2
1579,49,3
1579,87,2
1580,29,3
1581,97,3
1582,62,3
1582,13,1
1583,76,3
1583,95,1
1584,53,3
1585,71,3
1586,54,1
1587,58,2
1588,85,2
1589,47,1
1590,34,3
1591,87,1
1591,69,2
1591,41,2
1592,5,2
1592,60,1
1593,60,2
1594,0,3
1595,95,1
1595,95,3
1596,85,1
1596,38,2
1596,100,1
1596,60,2
1597,24,2
1597,41,2
1598,15,3
1598,21,1
1599,43,1
1600,64,1
1600,70,2
1601,93,2
1601,11,3
1601,97,1
1601,81,1
1602,30,3
1603,54,1
1604,56,2
1605,99,3
1606,67,1
1606,55,3
1606,44,2
1606,73,3
1607,12,2
1608,92,1
1609,27,3
1609,36,3
1609,42,2
1609,84,2
1610,15,3
1611,3,2
1611,34,3
1611,86,2
1612,32,1
1613,69,3
1614,16,2
1615,91,1
1616,49,3
1617,84,1
1617,97,2
1618,9,3
1618,11,1
1618,31,3
1618,21,3
1619,28,2
1620,63,1
1620,12,2
1621,90,2
1621,91,2
1621,10,2
1622,84,3
1622,39,1
1623,12,2
1623,49,1
1623,80,1
1623,20,3
1623,91,3
1623,87,1
1624,62,3
1624,100,2
1625,13,3
1626,65,1
1627,95,1
1628,87,3
1629,61,2
1629,55,2
1630,47,1
1631,53,1
1632,100,3
1632,26,1
1632,57,3
1632,52,1
1633,88,2
1634,38,1
1634,29,3
1635,66,1
1636,18,1
1637,54,1
1637,21,1
1638,41,3
1639,45,2
1639,15,2
1639,93,2
1640,22,3
1640,19,3
1641,65,3
1642,27,2
1642,32,1
1642,50,2
1643,64,1
1644,61,2
1644,48,2
1645,60,3
1645,31,1
1645,98,3
1645,2,1
1645,26,3
1646,87,2
1646,60,3
1646,1,2
1647,6,2
1647,57,2
1648,12,1
1649,28,2
1649,90,1
1650,0,1
1651,1,3
1651,23,2
1651,67,1
1652,24,3
1653,94,1
1654,79,2
1655,41,3
1655,28,1
1655,78,3
1655,6,2
1655,15,1
1655,1,2
1655,57,1
1655,85,2
1656,44,2
1657,47,3
1658,11,3
1659,95,3
1659,59,1
1660,50,2
1661,50,2
1661,24,3
1661,79,3
1662,24,2
1663,70,2
1664,64,3
1664,36,3
1664,20,1
1665,75,3
1666,74,2
1667,19,3
1668,53,1
1669,93,2
1670,83,3
1671,62,3
1672,91,3
1673,83,2
1673,8,3
1673,82,2
1674,20,2
1674,65,3
1675,13,3
1676,41,2
1676,16,2
1677,12,1
1677,96,3
1677,90,2
1677,80,1
1677,44,1
1677,24,3
1678,81,3
1679,76,1
1679,16,2
1680,25,2
1681,72,1
1682,21,1
1683,96,2
1684,20,3
1685,94,3
1685,0,1
1685,11,1
1685,87,2
1686,38,1
1686,32,1
1686,39,3
1686,56,2
1687,33,2
1688,7,3
1688,35,3
1688,56,2
1688,59,3
1689,38,3
1689,50,3
1689,83,3
1690,30,3
1690,19,1
1690,69,2
1690,55,3
1690,44,1
1690,90,2
1691,69,1
1692,11,1
1692,76,3
1692,13,3
1693,68,2
1694,30,3
1695,12,2
1696,76,3
1697,11,2
1698,70,2
1699,17,3
1699,8,2
1699,47,2
1699,19,1
1700,39,3
1700,15,2
1700,20,1
1701,73,1
1701,57,2
1701,89,2
1702,56,1
1703,26,3
1703,85,3
1703,33,3
1704,23,2
1705,41,1
1706,60,1
1707,43,2
1708,56,2
1709,43,2
1710,71,3
1711,44,2
1711,35,2
1711,82,3
1712,16,3
1713,0,1
1714,75,3
1714,87,2
1714,90,3
1715,50,1
1715,82,3
1716,48,1
1716,79,3
1717,32,1
1717,12,1
1717,49,3
1718,49,2
1718,22,1
1719,45,3
1719,6,3
1720,13,1
1720,65,1
1721,97,3
1721,78,2
1721,29,1
1721,96,3
1721,9,3
1722,79,1
1722,40,1
1722,70,3
1722,12,3
1723,36,2
1724,8,3
1724,27,2
1724,15,2
1724,0,1
1725,25,2
1726,91,3
1727,35,3
1727,34,1
1727,4,2
1727,81,2
1728,58,2
1729,46,3
1730,22,3
1731,89,2
1731,70,2
1732,52,1
1732,38,1
1733,89,1
1734,68,1
1734,79,1
1734,2,2
1734,54,3
1734,46,2
1735,88,2
1736,86,3
1737,1,1
1738,34,1
1739,50,3
1739,58,3
1739,97,1
1739,6,2
1740,27,1
1740,55,1
1741,81,3
1741,99,1
1742,31,1
1743,83,3
1743,73,3
1744,24,3
1745,81,2
1746,23,2
1747,98,2
1748,81,3
1748,51,3
1749,35,3
1750,13,2
1750,73,3
1751,23,1
1751,88,2
1751,65,1
1752,82,2
1752,31,2
1752,41,1
1752,62,1
1753,54,3
1753,61,1
1753,67,2
1754,80,2
1754,41,3
1755,87,2
1756,32,1
1756,56,3
1757,96,1
1758,88,1
1759,76,3
1760,42,2
1761,65,3
1761,67,2
1762,58,3
1762,65,1
1762,38,2
1762,90,3
1762,33,1
1762,90,1
1763,10,1
1764,47,2
1764,34,2
1764,25,3
1764,23,1
1765,59,3
1766,89,1
1766,25,3
1766,53,3
1767,79,3
1768,53,3
1768,76,1
1769,37,2
1769,89,1
1770,23,2
1771,80,3
1771,80,3
1771,95,3
1772,29,2
1773,93,2
1773,6,1
1773,47,1
1773,19,1
1773,100,3
1774,85,2
1775,87,1
1775,59,2
1776,63,2
1777,5,2
1777,53,2
1777,68,1
1777,70,3
1777,35,2
1778,76,1
1778,25,1
1779,72,2
1779,15,1
1779,62,1
1779,24,2
1780,97,2
1781,71,1
1782,43,3
1783,8,3
1784,91,2
1784,39,1
1784,64,2
1784,18,2
1785,79,3
1786,82,3
1786,50,1
1786,42,1
1786,65,1
1787,3,1
1788,42,3
1788,38,1
1788,17,2
1789,8,1
1789,69,3
1789,24,2
1790,50,2
1790,15,2
1791,2,3
1792,19,1
1793,88,2
1794,58,3
1795,37,1
1796,49,3
1796,9,2
1796,29,3
1797,22,1
1797,30,2
1798,23,3
1799,32,3
1799,12,1
1799,79,1
1800,85,2
1801,40,1
1802,24,3
1803,16,2
1803,1,2
1804,54,1
1804,24,3
1805,36,3
1806,52,3
1807,85,1
1808,34,1
1808,20,2
1809,73,3
1810,81,2
1811,91,3
1812,69,1
1812,60,3
1813,5,1
1814,37,1
1815,9,1
1815,3,1
1815,99,3
1816,25,2
1817,58,1
1817,92,2
1818,17,3
1819,82,2
1819,48,1
1819,78,2
1819,40,1
1819,75,2
1819,54,3
1819,48,2
1819,7,2
1819,24,1
1819,65,3
1820,91,3
1821,97,3
1821,37,2
1821,31,3
1822,39,1
1823,23,1
1823,95,1
1824,52,1
1825,30,3
1825,2,1
1826,30,2
1827,91,1
1827,36,1
1828,18,2
1829,49,3
1829,59,2
1830,9,2
1830,55,3
1831,56,3
1832,82,3
1832,67,1
1832,17,3
1833,95,2
1834,66,2
1834,82,2
1835,50,2
1836,84,1
1836,13,1
1837,59,2
1837,83,3
1837,31,1
1837,80,1
1837,31,2
1838,19,1
1838,68,2
1838,75,3
1838,84,3
1838,73,1
1838,11,3
1839,16,3
1840,61,1
1840,1,1
1841,30,2
1842,73,1
1842,16,3
1843,44,2
1843,31,3
1843,79,1
1843,33,2
1843,26,3
1843,7,2
1843,53,3
1844,17,2
1845,7,3
1846,91,3
1847,25,1
1848,67,3
1848,26,3
1848,49,2
1848,67,2
1849,37,1
1849,50,3
1850,38,3
1851,48,1
1851,6,2
1852,50,2
1852,64,3
1852,39,1
1852,32,2
1852,26,3
1853,35,2
1854,61,1
1855,3,2
1856,49,1
1856,36,1
1857,17,1
1858,69,2
1859,21,1
1860,96,1
1861,79,2
1861,82,2
1861,68,2
1862,98,1
1863,59,3
1864,91,3
1864,27,3
1864,29,1
1865,11,3
1865,86,2
1866,80,2
1866,16,1
1866,37,2
1867,71,3
1868,42,1
1868,71,3
1869,22,2
1869,6,2
1869,56,1
1869,100,1
1870,22,1
1870,18,1
1871,26,1
1872,31,2
1872,98,1
1873,55,2
1874,76,1
1875,27,1
1876,99,2
1876,95,2
1876,9,1
1876,50,3
1876,43,1
1876,59,1
1877,65,3
1877,11,1
1878,66,3
1878,22,1
1878,59,1
1879,74,3
1880,21,3
1881,13,1
1882,13,3
1882,61,1
1882,84,3
1883,8,2
1883,65,2
1883,61,2
1883,50,1
1884,39,2
1885,6,1
1886,62,2
1887,39,2
1887,8,3
1887,73,2
1888,67,2
1888,63,3
1889,50,2
1889,11,2
1890,4,3
1890,43,3
1890,89,3
1891,18,2
1892,12,2
1893,94,2
1894,13,2
1894,37,3
1895,94,2
1896,59,3
1896,53,3
1896,36,3
1896,68,1
1897,73,1
1898,97,1
1898,96,3
1898,19,1
1899,27,1
1900,71,1
1900,24,1
1900,25,1
1901,91,3
1901,2,1
1902,71,3
1902,4,2
1903,95,2
1903,82,2
1904,75,2
1904,26,1
1905,78,1
1906,52,3
1907,44,2
1908,49,3
1908,90,3
1909,63,2
1910,61,2
1910,74,2
1911,99,3
1912,98,2
1912,26,3
1913,59,1
1913,37,1
1914,34,2
1915,82,1
1915,59,3
1916,9,2
1916,5,2
1916,72,2
1917,47,1
1918,55,1
1919,56,1
1919,46,3
1920,67,3
1920,13,2
1920,48,3
1921,50,1
1921,84,1
1922,41,1
1923,0,2
1924,73,3
1924,11,3
1924,64,1
1924,33,2
1925,72,3
1926,98,1
1926,34,3
1927,93,2
1927,33,2
1927,34,3
1927,56,3
1927,23,3
1927,92,3
1927,54,3
1928,100,1
1929,6,1
1930,46,2
1930,99,2
1931,52,2
1931,77,3
1932,47,1
1932,42,2
1932,68,2
1933,32,2
1934,62,1
1935,92,1
1935,78,1
1935,58,2
1936,63,3
1936,97,3
1937,97,3
1937,72,2
1937,88,1
1938,25,2
1938,19,3
1939,69,2
1940,75,1
1940,69,3
1941,93,3
1941,16,3
1942,40,1
1943,10,2
1944,40,2
1944,20,3
1945,68,1
1945,24,2
1946,95,2
1946,47,1
1946,62,2
1946,91,2
1946,70,3
1947,95,1
1947,76,1
1947,28,3
1947,21,3
1948,34,2
1949,23,3
1949,18,3
1949,61,1
1950,50,2
1951,11,1
1952,23,1
1952,37,2
1952,75,1
1953,95,3
1954,41,2
1954,50,3
1954,16,3
1955,74,1
1955,90,3
1956,8,3
1956,34,3
1957,5,3
1958,89,3
1959,63,3
1959,1,2
1960,0,2
1961,85,3
1962,100,2
1962,55,1
1963,74,1
1964,97,3
1964,37,3
1964,54,3
1964,2,3
1965,63,1
1966,84,3
1967,58,1
1967,45,2
1967,64,2
1968,39,2
1969,18,1
1969,2,1
1969,0,1
1970,71,1
1971,48,3
1971,92,2
1971,94,3
1972,8,2
1973,77,2
1974,78,1
1974,75,3
1974,81,2
1974,76,1
1975,42,3
1976,4,2
1976,55,2
1977,51,1
1977,99,2
1977,49,2
1978,47,1
1978,23,2
1979,99,2
1979,51,3
1980,93,3
1980,67,2
1981,54,3
1981,36,3
1982,74,3
1983,37,2
1984,30,2
1985,48,2
1986,53,3
1986,94,1
1987,4,1
1987,17,1
1988,12,1
1989,40,3
1990,44,1
1991,46,2
1992,10,1
1992,49,2
1992,96,1
1993,61,1
1993,86,2
1993,45,1
1994,16,3
1995,26,1
1996,6,2
1996,77,1
1997,39,2
1997,74,3
1997,85,3
1998,87,1
1998,16,3
1999,54,2
2000,6,2
2001,28,1
2002,91,1
2002,2,3
2002,97,3
2002,1,3
2003,6,3
2004,29,1
2005,46,3
2006,66,1
2006,63,1
2007,46,3
2007,57,2
2007,62,3
2008,36,2
2009,4,3
2009,28,3
2010,66,2
2011,34,1
2012,11,1
2013,75,1
2014,86,3
2015,43,3
2015,82,3
2016,56,3
2016,54,3
2016,58,1
2016,53,2
2017,9,3
2018,89,1
2019,31,1
2019,18,1
2020,60,2
2021,63,1
2021,9,3
2022,91,1
2022,98,2
2023,99,3
2023,74,1
2023,69,3
2024,92,1
2024,4,1
2025,82,2
2026,0,3
2026,39,1
2027,84,3
2027,63,1
2027,79,3
2027,74,3
2028,36,2
2029,12,3
2030,30,1
2030,61,1
2031,77,2
2031,45,1
2031,30,3
2032,22,2
2033,7,2
2033,66,2
2034,64,1
2034,87,3
2034,50,2
2034,90,1
2034,98,2
2034,6,3
2034,58,1
2034,42,2
2035,52,3
2035,65,1
2036,17,3
2036,85,3
2037,22,1
2037,45,1
2037,54,3
2038,98,3
2038,70,1
2038,30,2
2039,87,1
2040,42,1
2041,38,2
2042,88,3
2043,59,3
2043,58,1
2043,29,2
2043,81,3
2043,68,1
2044,47,3
2045,83,3
2045,81,2
2045,40,1
2046,8,2
2047,32,1
2048,34,3
2049,8,2
2049,69,1
2050,64,3
2050,73,3
2051,11,1
2051,73,2
2052,81,2
2052,72,2
2052,50,1
2052,17,2
2052,0,3
2053,87,2
2054,86,1
2055,52,3
2055,60,1
2056,31,1
2057,36,3
2058,69,2
2059,79,3
2059,100,3
2059,14,3
2059,99,3
2059,56,3
2059,74,1
2059,76,2
2060,29,2
2061,67,1
2062,41,1
2062,3,3
2062,33,1
2062,14,3
2063,100,1
2064,88,2
2065,82,3
2066,8,3
2067,68,3
2067,64,1
2068,91,3
2068,39,2
2069,31,2
2069,38,3
2070,27,2
2070,48,1
2070,22,2
2070,63,3
2071,98,2
2071,33,1
2071,28,1
2072,90,1
2073,50,3
2074,53,2
2074,42,1
2074,92,3
2074,62,3
2075,39,1
2076,74,1
2076,77,2
2077,9,3
2078,13,1
2078,52,2
2078,75,2
2079,65,3
2080,93,3
2081,71,2
2081,45,3
2082,0,1
2082,59,3
2083,35,2
2083,35,2
2083,15,1
2083,0,1
2083,57,1
2083,100,2
2083,54,1
2083,77,3
2083,46,1
2084,68,2
2085,13,2
2085,34,3
2085,32,1
2085,59,1
2086,71,2
2087,63,3
2087,76,1
2087,69,3
2087,89,3
2088,84,2
2089,44,1
2089,60,2
2090,33,3
2091,77,2
2091,3,1
2091,37,2
2092,93,1
2092,41,2
2092,11,1
2092,29,2
2093,21,1
2094,53,1
2094,27,3
2095,23,2
2096,38,1
2097,29,1
2097,24,1
2098,42,1
2099,52,3
2099,94,2
2099,86,2
2099,5,2
2100,22,2
2101,73,2
2101,40,2
2102,78,1
2102,86,1
2102,87,1
2102,16,1
2102,5,1
2103,15,2
2103,90,2
2104,95,2
2104,93,1
2104,47,2
2104,78,3
2105,40,2
2105,68,3
2105,34,3
2105,13,3
2106,86,2
2106,18,2
2107,88,3
2107,12,3
2107,89,2
2107,36,2
2108,6,3
2108,0,1
2108,70,3
2109,92,1
2110,68,1
2110,97,2
2111,34,3
2111,31,3
2112,94,1
2113,19,1
2113,43,1
2114,74,3
2114,85,2
2115,84,1
2115,77,3
2116,24,3
2116,83,2
2116,31,3
2116,52,3
2116,62,1
2117,2,2
2117,85,2
2118,5,2
2118,31,1
2118,22,3
2118,87,2
2118,95,3
2119,8,3
2120,22,1
2121,88,2
2121,8,2
2122,2,2
2123,38,2
2123,29,2
2124,95,3
2124,65,2
2125,35,1
2126,47,2
2127,68,2
2128,22,3
2129,58,2
2130,55,1
2131,42,2
2131,73,3
2131,52,2
2132,55,1
2133,82,2
